sentiment,content
sad,think hayfev sure due wear next noth horrif weather wed
neutral,first mother day next one two week
sad,play show tonight chinneri southend snap guitar strap rip string threw guitar across stage
neutral,eat lunch school
neutral,found thro mama
sad,dirti self loath attitud mope talk
neutral,ya got twitt somebodi sayin look like gonna rain west coast aint outsid yet
neutral,thank
neutral,go spend day law
angry,frown let distraught gardevoir say wish trainer
angry,distraught candic pout piss
neutral,tx new fone dont anyon number
neutral,also use vintag antiqu piec offer green solut higher form recycl opinion
angry,last night rev dr earl johnson spoke wake progress democrat transform moral outrag effect polit action
neutral,know ok thank
neutral,list music put finish touch mother day present cool part cost thing
neutral,yep open sunday hour tho
sad,miser afterparti report
neutral,holi cow
neutral,feel like one gym machin work rather
sad,yeah sound good
angry,oh fml prob gunna shepard bush hate
angry,point scorn furi labor noth address long term detent need resettl asylumseek manus nauru
sad,thank
sad,one want sit lunch guess buri head laptop continu anti social
sad,singz think im jst abt done ur girrrlfriend im leavin im leavin jst love cm
neutral,bore
sad,love think easi think enthusiast
sad,lol senior year would get earli dismal work studi boss know happen next
angry,shadi one jongda ex rumour girlfriend go wgm say joy joy bitter
sad,ugh car got stolen sometim yesterday even morn husband due go work like afford
sad,geek mind think alik
neutral,sorri hear news
angry,karev better serious done done unfair ugh
neutral,nice
neutral,comfort announc
neutral,bummer macbook bug mac head want lend help hand
sad,cool tempt see feel sorri jb though hard peopl
neutral,thank follow
sad,tri spend time away realiti broke heart
neutral,one actual composit film want real rain also let know go
neutral,phone lena czerina libbi
sad,got right bad headach
neutral,tell us
neutral,vote wont let say close vote categori wanna vote
angry,anoth angri white man
sad,paddi mcnair joint top scorer yeah justlet sink haha
sad,sleep throat dri hell ugh still gon wake fabul
neutral,hi howmani peopl follow much help other
sad,follow went 22 20 follow back cant anyth till get interwebnet want follow im interest
neutral,scott guy good night 3
neutral,sunni atm need drop brother class later find
neutral,finish lunch
neutral,believ creativ cook limit imagin guess appli thing like photographi
neutral,mm cold shadow anyway ooh monday
neutral,time watch op dead like sleep
sad,sad cuz mommi leav indi today
angry,girl hit car get lucki w scratch also spare wrath sleep depriv kait
sad,got text guy like name guy disapoint
neutral,read today paper along water coffe compliment rent
neutral,clean
sad,mani gloomi day
neutral,sorri love left over come sat mi casa ton birthday ton food
sad,road miss travel travel partner
neutral,lol nope saw show tv claim figur tri get non media stat
neutral,oh pleas want complet unfinish tweet 5 tweet crop tweet look dorki
sad,dreari monday morn slept like crap give break
sad,mayb keep white mouth shut let peopl target speak mourn
neutral,hear
sad,hmmm realiz bday cake birthday boo hoo
sad,kool job blame
neutral,
neutral,watch john edward cross countri
neutral,fortun baller wait area
neutral,good morn tweep feel oversleep graci around pounc head woke 7am
neutral,5 03 morn think time went bed goodnight everyon
neutral,inde
neutral,yup diann claudia diann new tweetvill claudia activ
sad,peopl alreadi talk halloween \nyou get dark music go it\n gothic bloodi halloweenhorrornight
neutral,debat give twitter proper go tri understand
neutral,
neutral,oh wait mess mess lyric concret
sad,yeah yeah heck anyway sastch year bail lack expens
neutral,oh actual one old number chang end 023
sad,tummi ach probabl help eat mani tic tac
sad,hate watchn thing make sad n wana cri
sad,lovin clean shaven mr flower look young remind get old
angry,hockey fukin good fuck hole xd
neutral,know statu venetian real man scream loud everyon laugh
neutral,actual sos vi accompani gliss make day brandi carlil busi month gigwis
neutral,good night everyon im go lay bed watch eras
sad,fridayyyyy work
sad,folk band thistl replac paul edward quartet laurel bank park sat 24 11am 3pm due ill health jazz blue
neutral,post later comp
sad,actual better name fluffballthegodzilla youtub usernam ive beaten
neutral,read someth happi
sad,well hope today go unhappi
neutral,haha ashley tisdal
angry,peter radio piec ball pure class dig reveng total balanc pro
sad,idiot famili feel mix amongst stuff
angry,smh custom get angri bc aint got marlboro light gas hut call 2 hour ago fuck
neutral,thank
sad,peopl much negat fill insid im alway happi gloomi world someon like u exist namjoon
sad,liter gloomi hour
neutral,must stop use lol much crap
neutral,watch notebook
sad,gaah rain tomorrow
angry,hate public internet sometim even reach farther transmitt sit right next win
neutral,bgt best song
angry,want hit
neutral,kasi naman mahirap na hindi notic ang beauti kasexyhan mo bumabawi
sad,littl sad school end today move go miss new friend year got hair cut
sad,love ex unit manag twitter form fanbas honest despair time back fuck team eh mufc
neutral,made christian bale laugh today told man crush anymor post fun interview soon
neutral,pretti sure everi main charact ever written
neutral,mayb u get coffe machin new desk seem appropri
neutral,haha def song epic fun listen new fnb
neutral,omg work listen
neutral,wish happi mother day mother especi
neutral,freez rain
angry,heard thought ether ex post facebook pic snuggl said cat im
neutral,cock pleas
neutral,son get vote today coz grown love care soul full man love mum
neutral,thank xxx
neutral,want rain go away much late
neutral,gotta play wall first tho
neutral,madd bore
sad,eldorado hous goodby aliant hous memori made memori fade
neutral,slpi 2day zzzz
neutral,heeeeey abandon twitter momma dot
sad,wish could would cost much call way uk
neutral,wish could get twitter upload background
sad,need beat instrument serious artist
angry,ok got call white devil train didnt know whether laugh offend
neutral,94 day till bh come back la
neutral,toooooooooooooooooo
neutral,must scare troll guy sad tcot right
sad,ok finish set u free sooooo mad rite cant end like dont want bad guy
neutral,hmm go make time machin go forward 12 00 god im genius oh yeh dont x
angry,sure everi offic men women capac realiz shut unholi fuck christ
angry,yeah mind tweetin twice snap blm likethat
neutral,play
sad,sorri think 2 5 hrs till 2 day
neutral,go see long
angry,get paid today
neutral,second wind home time
sad,come syria get fuck annoy pessim like get full trigger optim gtfo
sad,laundri last two day
neutral,idea
sad,account local comic store ran 4k one time
neutral,dm never sent
sad,miss nipiss pita good thing got euphoria barri caus would never surviv summer without pita smoothi
sad,work soon way soon
sad,never notic right guess heart alway dream travel
neutral,get readi head camp allen unless someth chang mean phone servic 24 hour
neutral,2 day without gas gas compani turn mainten cook
angry,automat l ima keep tri fam thewengerway
angry,saw lil homi rage cam roid thing late 90 come back lost
neutral,accept blame said english languag say british could
angry,oh man long sinc play madden trash anymor
neutral,england saynow number cant call us one
sad,pessimist ever discov secret star sail unchart land open new doorway human spirit h keller
sad,mix emot sad anxietymayb missingfriend growingupsuck lostfriend wheresthetruefriend complic
sad,stomach hurt
neutral,
sad,everybodi need time thier gun n rose x
angry,wow bill 44 77 hav text u prove taken 148 swine con
sad,total unsurpris dave come back 10 annalisa wrong opposit big warm mellow dave
neutral,watch die hard 2 333 jeremi iron
sad,miss everyon
sad,awww mish u ladi what good
sad,feel worthless alway
sad,sit alon quiet hous
neutral,boyfriend say someth hear accent
neutral,danc morn get new headshot taken loooong fun day ahead
neutral,argh total right escapou
neutral,ew use get suicid mid school mix like 5 soda togeth drink think rememb enjoy
neutral,
sad,switch cellphon huaaaaa cant sleep buzz bebe
neutral,listen sublim 311 work got get resum done design work fudg factori
sad,want hear voic
neutral,say know good like
neutral,head bed somewhat reluct look around 1 30 must dvds region 2
neutral,tri bing today oper australia yet
sad,sooo lost without car truli depress pregnant peopl never stress
sad,miss last night hon
angry,sure burn loot realli posit impact communiti
neutral,twitter kinda confus fun
neutral,usa texa jayce debat team rock hous opportun repres us tunsia africa go jayce
sad,regret thing temper time regret thing inconsol sydney j harri
neutral,want ticket concert
neutral,write write write
neutral,hell yes late
neutral,aww mayb traumat
sad,nooooooooooooooooooooo stupid dismal lame winter mayb get danger ice
neutral,today tomorrow taipei anyon free drink
sad,thank shall mourn
sad,oh f ck complet forgot thirsti thursday oh gaga suck
angry,worst thing confim
sad,heart mela much cept last time went book us saturday instead friday feed us
neutral,wednesday green day perform new singl know enemi tvtotal
sad,anoth bore meet attend
sad,ss r devon hors show gettin most rain lot event ben cancel incl coach
neutral,leav half 10 get readi thing
neutral,girl blunt soooooooo thought right absolut great day stressor come home
sad,look food home noth
angry,never bring back meech bridgett cri someon look ugh bridgett
angry,trudeau endulg outrag cultur preach issu ad hominem never quanitfi
sad,um arent episod 1 14 lost season 5 abc good thing im go vega keep distract tragedi
angry,platypus mammal lay egg
neutral,definit separ profession robber amateur one
angry,ef whichev butt wipe pull fire alarm davi bc sound asleep piss upset tire sad tire hangri
neutral,got answer
neutral,back wayland good home
angry,ask jare marri said
sad,yis ryke
neutral,wish home bed nake
angry,im write abt chang face sex industri tr men talk reveng
sad,ahhhhh well least
sad,still miss husband realli want home
sad,fail cook late makin sad duno cook less armi need practic flour tortilla
angry,a2 irrit isol lifenabl
sad,darn suppos haiku format fail
neutral,read meant toy though
neutral,70 200mm len hood fell red sea
neutral,go work till 3 mayb ride hors take sister softbal pratic
sad,omg sorri sorri never know say
neutral,good
angry,yes select arbitrarili sever limit nonstandard copyright law
angry,believ mess favourit bake feel person offend
sad,costum shop clean starv bring food
neutral,im fulli obsess burrito enchilado style mom doesnt wanna go tho
neutral,wish could special someon
neutral,oh hilari comment fact much
sad,shrunk favourit cardigan hubbi said buy new one practic live gone shall say word
sad,good day havent good week forreal
neutral,im go miss khyy much
neutral,supp
neutral,unfollow peopl follow follow new peopl
angry,saddest part whole mess anger misdirect march 2 whitehous
neutral,amaz day
neutral,see one probabl blind link
neutral,yes feel still got lot box fun though got new place yesterday
sad,hmmm love wish tire sleep
neutral,offic crave ice cream
angry,person opinion offend
neutral,good size famili room cramp watch match room watch tv iplay kid asleep
sad,dish miss kitchen team
neutral,ima goodgirl takin advantag
sad,pessimist complain wind optimist expect chang realist adjust sail william arthur ward\n ignit
neutral,long night ahead
angry,chick told look like childish gambino insult compliment
neutral,realli think play doh tastykak browni
neutral,day til nyc journey soon begin music babi
sad,sejej say cibulski miss time 3rd period due injuri comment serious appar doctor
angry,even tell fuck done profession fuckin ass
neutral,okay cool like camool zoo
angry,live small market deliv day old bread food bank time realli tough even
angry,omg someon ask sit reluct move huff biiitttccchhhhhh
neutral,song tay vid kati perri
sad,snap know feel well
neutral,okay crawl bed ummm ummm talk need talk someth good night tweeter
angry,favourit quot year far swore parsnip
neutral,today go way plan earli lunchbreak may back til mon weekend gonna fun friend tho
neutral,peopl pencil sharp sharpen pencil philosophi
sad,stay hotel pack picnic lunch take road bettertogeth
angry,candic constant pout gbbo
neutral,tweet run
neutral,omg call england suck pleas say hi mean soo much
neutral,first pos
neutral,ah know microsoft could probbi would want charg way much extra
sad,ldf16 shall weekend spraypaint greenwichmarket core246 lilylou fret benoakley
angry,youstinkatrespondingtotext
angry,thirstythursday mean time rage get readi tonight person hydrat book 305 912 4937 itslit miami
neutral,3 full length video bad
neutral,nah look better label top latin name access way need turn anyth
neutral,hey momma cherri site still activ love go one day
angry,may offend say u never trust cop color especi white 1 evid clear klan awok
sad,dad tv loud get creep cuz im dodgi neighbourhood someon bush
angry,facebook decid annoy abus add lot friend least distract coursework
neutral,church went mall parent got new backpack fit schoolbook laptop
angry,jog bit stay besid puf cheek huff time oh jeez jasper anger
angry,ebay die use account 4 year cant unlock support dead aka auto hello script
neutral,aah stop get updat home page saddd im guna follow work tswift
sad,chang dark imag look differ look like forest
sad,adam samberg new moon trailor good even bad cabl friday
sad,wish would rain
angry,realli son bitch screw ill talk msn later k xox
sad,guy noth free life shidduch money
neutral,want stay bed day go work instead sux
sad,im sick sad cold
angry,got woken mom entir first floor flood furnitur curtain mom expens rug soak ruin
sad,im idiot miss last show
angry,today friend game one asshol hit knee lie bed heat cream stink ice bore much
neutral,get hang twitter
sad,awww ugli
angry,sens theme tho lol
neutral,ohh ic ic haha iyaa summer fill one cours last whole summer
angry,car might total
neutral,temporari address work either m8 must done someth domain
sad,unhappi someon fuck tell unhappi leav go fuckin around peopl side
sad,know hahah xd cha doin
sad,yeah prom germani although school almost everywher
neutral,late
neutral,hmmmm wonder number
sad,end face face bear 181 drive home even sad took wood haul cameraphon
neutral,fun sun hmmm hell cold
sad,oooh battlestar galactica channel rebellion episod man feel sad becam gaeta like
neutral,avoid
sad,wait listen new singl mysteri new album newmus newsingl newalbum 2016 popmus dark
neutral,need memor julius caesar line
sad,trial result sad
sad,got paid hour could retir xbox live think rock band
angry,waggl eyebrow babi burst laugh love haha
sad,sad noth
sad,life hard harder ur stupid life love sadder moreofsad howdoestear whatislif
angry,want soo bad hate miss gumbo shoot tommorrow 8 30 gumbo
angry,outrag tweet joke attent exact lo wants\n\n meant defens
sad,u know ion play shit bout weari brother
angry,houston might lose coach tomorrow midnight yike offens
neutral,300 updat actual 13 527 lol
sad,sorryyi milerz vote would love vote work sad frustrad
sad,poor love hope get relax somehow weekend
sad,pretti cold outsid today got anoth exam
neutral,phone
angry,id fume
neutral,knoooooooooooow
angry,like go call cardiac arrest turn cut finger medchat
neutral,month bad month tri get advert togeth kobold quarter
neutral,go bed night
neutral,tip today eagl special bronco put hous
neutral,wait sumon come onlin
neutral,live ballarat
sad,good day till twist ankl two mile run
sad,even though way lit finish proper without caus serious mischief
neutral,interest wknd sleep saturday product sunday
angry,learn let go resent peopl hurt keep like swallow poison expect die
sad,god realli realli 50 christ
angry,sheesh
neutral,gettin home frm hangin herman
neutral,frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day frenchieb day
neutral,fill form stop contribut retir account set employ pay credit card
neutral,good morn
sad,look forward hope lot stetson tilt rueful look whiskey glass
angry,peopl smoke cigarett irrit soul
angry,im sure 5 ppl came seen dentist
neutral,hi im jonathan spotifi 4 9 99 month u cn unlimit music w interupt luv r littl chat j dont leav
neutral,quot ya jesus built bridg 2 board 3 nail
sad,social saw g 1 awwww
neutral,ab circl anddd still box f work
sad,oh dear terribl howev moleskin notebook rule lot
sad,feel like sing song human sad julian cassablanca voidz sad music depress sad sad
angry,oh hamletgasm hate work 12 hour today utter crap miss everyth manag forum 5 min break
sad,footag make mix get discourag ran room beat week
neutral,ach back internet go drive mate somewher w internet
sad,almost fell asleep hair dryer tire feel like go puke
neutral,get ticket scotland told sell ticket scottish date yet
angry,dont hate u take bite appl nasti im sad panda
sad,piec photo quilt boe employe hung huntington beach sad mani peopl quilt pic laid
angry,im excit pic send ur w 3 photoshop lol
sad,right feel pretti desol
sad,yip aw gonna miss bb
sad,miss yoooouuuu
sad,saw amaz heeel big
neutral,dope background
neutral,hang cousin
neutral,wall jericho pleas come worcest asap candac pleeaasse flee seen call quit whyyi
neutral,must get old bent second thing said last coupl day realli turnon
angry,think violat noncompet
angry,luck rest fall goe anyth like today think go like season bestdayev magic work snap
neutral,made seamless connect toro toro quebec two
sad,still tri get figur
neutral,say stock
angry,might also want includ never wear moonwolf
neutral,good luck breakfast search us go bed lol goodnight david
sad,even nooooo secret namerebecca pleas
neutral,star trek realli good love
sad,trade weather gloomi today la
neutral,go get em lol
sad,keep tri hurt tear cri past month enough
neutral,kyle make fart nois armpit
neutral,haha hope need sleep lol phone get messag updat us
neutral,weird mood muahaz
sad,dutchess sad film still fave
neutral,singl one 2day beat lol would say ur creativ bright fun ur avatar warmth depth ff
angry,think way express 140 char disspoint advertis lifehack buy mac articl
sad,inde get song howev unabl listen
neutral,go
neutral,beat understand
neutral,watch bruce almighti
neutral,edit watch movi tonight
neutral,watch ard earn money dissapear
neutral,either
neutral,eat toast peanut butter yum
sad,contact shock experi clear sky holiday book guy customerservicefail dread
neutral,raini day home love writ music dream dat gave long time ago
angry,guess heartbreak eas kill innoc man get away indign
neutral,sign broadband today could take 4 6 week
sad,want bad go mcfli concert
neutral,juic didntb even let use comput
angry,congratul free 1 month activ charg 34 80 month absolut furious
neutral,work day monday tri rememb email smart remind
neutral,work
neutral,bee trap honeypot
sad,panason charger sorri
neutral,uhhh yet mayb dm inbox slow let know show
sad,problem unfortun think someth sort
sad,one random phone call ever god kill
neutral,saw photo shirt
angry,get much time either go get wors girl r home summer stink
sad,sorta need somehow forget e3 la practic ethic exam self impos revis time
sad,leav get angri teeth pull
neutral,oh damn im sorri good ad spoiler caus watch later
angry,lol nah cours get dvd first sinc alreadi order sign bebo tuesday lol xx
angry,know fuck dick realli want go go fuck puertorican wed damn spanish
neutral,
neutral,hey girl r u gonna today
sad,awak wish feel like head may explod go tri go back sleep
sad,god know wanna go girl slept half ya mate grim
neutral,went 9th floor build bc hydro 2010 open hous thingamabobb love offic cozier 2nd floor
neutral,go work soon
sad,im lone right mayb sade got feel like
angry,eff nois
neutral,welcom public transport x
neutral,
neutral,get littl mow grass even fun
angry,rip 100s black men women children kill chicago outrag
neutral,use alot
sad,nanaimo 2day miss son alreadi havent even left yet
neutral,also spoke 3 tear
sad,actual wish back taho miss
neutral,un cross pleas plan buy lambo summer next stop pitsvilll babi peopl carrier
sad,wish eat lunch w
sad,think gay
neutral,know kristi raleigh right
neutral,good morn everyon back work abl chat tonight hope everyon great day
sad,still tri sort suppos also high expect sad
sad,work freakin comput tri save stuff harddriv seem fail miser
sad,let us burden remembr heavi gone \n william shakespear 1564 1616 \n forg ahead
neutral,great site photo fantast use visit pembrok inc skomer june
neutral,ok bye alex fun today
sad,miss guy alway make sulk
neutral,wish guy gotten video
sad,wont work uk
neutral,awe wit snap finger n nod head ur rain gone lol thxs hit afterward
neutral,welcom pick slack last day turn get
neutral,continu dramathon episod 14 come
neutral,well x spammer watchin
sad,school work
sad,communiti polic lost
neutral,morn get see let know right go go see wolverin
angry,dislik peopl get offend littlest shit
angry,new site stuck googl sandpit test skill come back
neutral,took nap beach
neutral,alreadi
angry,get shot lingi face 1 4 time pretti sure would red hair pretendinghesok ruok aflcatsswan
neutral,back home feel great sit front moi desk 32 lcd
neutral,look far away gone lock away room tri work silenc yet constant urgent email im persist
neutral,varnish nail babi blue
neutral,guess coupl see ceremoni valid valid communiti damn
sad,pretti dang tire chamber class nap
neutral,thank
neutral,great end
sad,barroso go goldman get serious self inflict problem
neutral,ur welcom
neutral,sunni workin much progress let know
sad,funer close casket want play call record complet lost podcast talksho
sad,donat trump put damper excit season realli bad look rickett famili
neutral,english half convers english anyway fii mushkila al modem wa al router
neutral,justin blanket shed black lint white skirt
neutral,need make new video
sad,still feel like craaaap like everyon earth need know lol fun birdi
sad,want 2 transfer naini trip pictur 2mi comp upload thm web bt dnt hv usb snt via multimedia 5 rs pic expnsiv
neutral,make nacho tomorrow better would made
neutral,idea probabl actual yeah know least one zelenka look xd
neutral,playin itchi fun
angry,find monday busiest day come work 100 thing caus boss work weekend
neutral,one fan vip one winner twist vid het si weer een raar gelopen chao
sad,cant sleep couldnt sleep last night eather wabbl wabbl
neutral,got period pregnant
angry,unbeliev take 10 minut get fault call hang fume treatcustomersfair
sad,soooo sleepi home yet
neutral,slam finger car dor fml ow
neutral,thank kind say
angry,na kid relentless
sad,good box worth way
sad,smart car worthless car ever made make sad mani see anymor
neutral,gotta get readi leav alec go hunt outsid volterra fun talk everyon later
neutral,trend topic happi star war day
neutral,n e uterus u wanna rub lol ok u tell
angry,say compar other human lit fire
angry,enjoy fresh mango bubbl tea slush still work
neutral,mmm one thing forgot give kudo drea elisa ise shelan help greek week thank ladi
sad,life hard harder ur stupid life love sad sadder moreofsad howdoestear whatislif
sad,sigh last day work sadifi heartpart
sad,go bed cant take thiss longeerr maan u
sad,feel bad profil pic
neutral,excit 32 peopl reserv morn damn lovin halo3 right sure
neutral,128 day till beyonc
neutral,yea realli need learn reload
neutral,use live ocean shoulda gone beach often
neutral,go 1 want go bro switch 1st time
neutral,agre
neutral,still wait separ way
neutral,tom delong
neutral,toy stori pwns
angry,babi born soon lifechang 6 year feel like yesterday sad happi emotionalrollercoast
neutral,better physic revis x
neutral,noth realli sooo bore xx
neutral,broke vase even get chanc use
angry,oh garlic juic nooooooo that disgust grrrr
neutral,gotta share
angry,im gonna die heart attack one day keep go bed piss ggggggg niteeeeeee
angry,half hour go english lesson guess wait wait coupl hour
sad,wish could pole got space mayb throw furnitur get pole
angry,best reveng move get continu succeed never give someon satisfact watch suffer
sad,holiday blue wanttogobacktominehead
neutral,heart heart mom mom open talk mom
sad,life know exist anymor
neutral,happi mother day mom
neutral,hope feel better soon
neutral,awak 19 hour
angry,trump support reach anoth level irrit within
angry,im write abt chang face sex industri tr men talk
sad,cri tuesday cos find econom offic cri subject lol
angry,thank ios10 updat even best app freez crash se angri
angry,let stereotyp south asian relentless beat report
neutral,base futur forget ignor present best keeper accord dhoni parthiv
sad,alcohol sad flare specif circumst need care
angry,school pointlesss serious though 7 day school left watch movi make powerpoint let leaveee
angry,train squeaki givin sore head bad enough go work
sad,whole vanr extradit might turn pandora box jt idea murki corrupt guanxi china toad vs dada
sad,suck serious hope feel better soon need come next week
sad,feel sad dont goodby z
sad,sad school close
angry,dumb reason dresser sticki top anoth reason famili histori book got attach back jack
sad,like wait
neutral,yeah appar remov
neutral,hiyahh karen alway listnin show morn tweet backk
neutral,none none option
neutral,3wordsaftersex goodby innoc
angry,tonight legit wait rage
angry,anger insid turn fuel burn watch spin like inferno type
neutral,goin work
sad,done alreadi one proof noth fair world
neutral,tell pete look sexi beard
angry,peopl iphon bitter iphon someon explain
sad,sad probabl never see fleetwood mac
angry,new gun emoji ios10 enough show anger toward number thing
angry,game piss game year blood boil time turn stlcard
neutral,look like might rain
neutral,today longest day ever go sleep beach bound tomorrow good night twitter
sad,im strict diet ugh feel like cheat one day ill throw everyth
sad,kiss ass look forward central mountain pacif mother day tweet forget pei
sad,realli alumnus know mac yet
sad,tri find friend luck
neutral,thank tri
sad,wish babe
sad,oh see seen mani peopl mourn loss surpris see tweet suppos old sa
neutral,awak nap
angry,arm focus rage overpow get nerf still stronger furi though
angry,go wast energi hold grudg someon wasnt even life year xd \ntime releas feel dislik
neutral,boa nooit
neutral,sun see ocean almost ran squirrel drive home store foggi r
neutral,use spare usb flash drive virtual ram pc got 5 6 gb memori
neutral,hey thankyou u x
neutral,think kill judg bt energi attack see happen spymast
neutral,mother day alreadi bought gave mother day present mother
sad,crazi night lost key walk home miss papi call swizzi sad
angry,fuke fume
neutral,look like tea duti day
neutral,cool photo outsid place
angry,almost tomorrow 8 start 291km mud
angry,hydro drive abandon three mile
sad,aw yes week got ask return end wish bought never mind
neutral,join think smith chip invent flavour compet entri wont recognis sweetpotato seasalt flavour
sad,heh happen hope rest week goe better
neutral,seeeeeeeeed tengo sed
neutral,creep charli happen neglect yard whole spring thank would love see yr dog
neutral,way home sunshin bag full stuff work
angry,luci hate gweg
neutral,wish knew someon could hook us friend told got crappi seat show chi
sad,sorri help twas tri get trend topic
neutral,happi mother day janey even though idk mommi
neutral,omg cliff richard song mind lol
angry,fuck em
neutral,good morn
neutral,two month ago becam worthless
neutral,yep right mean monk photo taken better photographi
sad,hmmm use tinytwitt small non touch screen realli much fun
neutral,yes go see star trek sooooo much fun
sad,miss u roommat
angry,ok eye doctor guy take forev sit cold room jerk
sad,felt one tooth without brace bracket got soooo hype
neutral,thank like said facebook made awesom happi thank
angry,absolut fume woman jump prebook taxi drove
sad,wanna go work
sad,tri think posit let situat discourag sad
neutral,yooooooo mate
sad,never get followfriday
sad,ok twitter doesnt like must realli dumb send msg
sad,grim night getthefirelit
neutral,whoa got go bed night
neutral,hey way u make somat theme leopard theme instal alreadi shapeshift independ
sad,head starbuck gonna take bus paradis starbuck miss 2 minut
neutral,head bed book good night
neutral,wait get pick
neutral,think need oil chang wash wax everi
neutral,suppos unrel stori wise new part fallout seri work name
neutral,halo
sad,12 one like mine come patchi dark color tho
angry,think time chang irat motif talklikeapir day pirat minion cute want
neutral,hmmm somewhat would say spontaneouz
neutral,good afternoon sort technic glitch raini bh monday lazi day daughter menfolk round roast dinner
sad,know wait worth novemb seem far away moment
neutral,good luck week know handl grace
neutral,come home two day
sad,feel slight better damn sure miss go hard get mess donut comfort
sad,think unfair miss sun place work close write essay allow sunni
neutral,
neutral,wife teacher spend lot time indoor tri take stress admin may write often
neutral,forget edinburgh check edinburghac org uk
sad,lost sad 4 us caus love
sad,upset see cari donna go today miss huge alreadi yes ok like 3 hour haaa waaaah
sad,dan public transport decid everyth north london utter crap southern train alright
neutral,ape server side javascript mootool via
neutral,yeah dude mike
neutral,yes impli bit subtl usual suppos
neutral,one becom bigger pain
neutral,yess
neutral,cat
neutral,eat tomato squirt
neutral,googl show appl want see imag green cool
sad,awww problem sorri tha loss
sad,soo tire head hurt love andi sooooo much
neutral,okay drive know know correct say
neutral,ouch appli ec summer graduat hug
neutral,yeah agre btw check linuxoutlaw
neutral,love dessert use live live tx visit
neutral,work still sick realli piss sunday
sad,sad resent past sad fear futur tri live mhchat
angry,realli hate someon call themself friend hear want someth friendfail
sad,rain must come flat iron hair rockin curl 3 week today decid come nice
sad,lulu put scottish accent britain got talent make sad scottish coz falcon dont play accent
angry,snapchat back constant battl see get ugliest snap one anoth snap surviv
angry,today know life empti that sad real
neutral,fam well hope
sad,almost made read comedi outlet headlin weekend took 2 extra hour traffic basic doubl time
sad,go brows sa get bore
angry,give care mess life
sad,even town jeremi sad carri come
neutral,need snuggl time get work day first boo
sad,day open 4 know everyon leav today
neutral,goooood luck
neutral,danni cut beauti curl
sad,last day work take share googledoc actual kinda get
angry,damn lol mayb best though brother might still lookin reveng
neutral,medit plan weekend gotta work saturday
neutral,agre program show friend facebook would easier give every1 yer info
sad,caus miss lot class
sad,soooo hungri right lunch time
angry,funni profil ass like wtf still kinda heat ugh
neutral,ok babe gotta go back work tweet later
neutral,mean
sad,young love come end
angry,pro tip go back work kid reach 20 mos old stay home longer absolut miser tantrum
neutral,damn pass 400 updat haha tweet tweet tweet
neutral,grab way work
neutral,new twitter tri work use program
angry,tire ppl shit talk
sad,distraught candic pout piss
neutral,ment 2 c u tonyt frend l8 n wen got ther wernt letin prioriti ticket def aplyin agen tho
neutral,yes sir see
neutral,back grimsbi suck bein back amazin wknd anyway
sad,bore wait till 7 06 go tha bus
sad,wear black tomorrow mourn
neutral,5 half hour work wish someth
sad,still shout spider
sad,actual understand plumber etc wire would get way sink
neutral,check video bylaurenluk make launch avail
neutral,kid go see without
neutral,person know mani peopl agenc could built site like pres candid buy honda
neutral,work youth justic
neutral,get like 10c night 25c day
sad,today sad
neutral,filipino prof name gorayeb chanc
sad,haha aww ok back bionomi expans ugh joy
neutral,wow serious anoth draw chicago fire 5 row well least lose game need win soon
neutral,postieee
sad,side seat loner pleas starbuck
sad,musician tell peopl get discourag learn shitti instrument anyth els
neutral,go know taylor dolton jacob chris sister
neutral,child digit age use twitter ask question bring logic
neutral,organ itil forget peopl fail preach convert peopl
neutral,thank
sad,good friend 3 miss much
neutral,say look yummi want tast human sandwich lmfao make
sad,modem offlin week god bless 3g network tim left may schedul brutal
sad,tgif also sad last day get work favorit tv report
neutral,go bed busi day tomorrow happi mother day madr te amo
sad,complet enraptur fascin updat test oh wait yeah work cours
neutral,say np ne yo music
sad,hard tell pic mistak either way noth said initi race u took ignor
angry,ever piss thought meant cast relat wank crap
sad,rather go matine work still debat whether go cos go alon fun haha
neutral,take tylenol advil whatev one never get headach dont know better
neutral,make pledg
neutral,come vietnam make live show miley much fan love viet nam
neutral,morn joe
angry,even give pizza serious fail hungri hangri
sad,rose citi siren uber cool last night wish could stay longer
neutral,least doesnt tri violent hump like femal dog
sad,child miss msned day
sad,last day ko olina north shoree
sad,waah longer peep
sad,awww poor leg send virtual hug x
angry,irat check system tri checkin day let seat assign
angry,pc
neutral,watch life ryan
sad,past 8am alreadi spoil rotton
angry,tell happi anniversari u happi bitter ampalaya paitpaitanangpeg
sad,best day ever met greatest 10 year old never see ahh miss saw 1 hour xd sad
sad,blackberri got fatti batteri guess kinda boat huh
sad,yeah agre best aww leeaav
neutral,thank chu ch c v qu hik ch c em ph h c 1 kh ph c p ki n th c c kh g p
sad,oh im offend ha
sad,one day loneli creep slap face
sad,sad see despit glib
neutral,go bed bit need revis 2moro
sad,didnt enjoy say goodby alex v emot time sun make happi
neutral,go win heineken cup need know bet
sad,miss call
neutral,add dunkin donut menu
neutral,hi kate
sad,err wasnt gloomi 17 2 mio peopl gloomi remain brexit
sad,help save runaway dog want friend though
angry,huff louder
