sentiment,content
angry,true go way receiv end vegan wrath lol person condemn
sad,agre worth block let twitter polic know harrass
sad,depress ugh help
sad,wish sri panwa
sad,stood curler burnt burnt hand pick
angry,dear futur big brother player chase dick season win 500 00 dollar sti bb18
sad,yeah sad ravenclaw account love account bit
sad,thank decid give old hq go account scoundrel
sad,homework friday night lame
sad,im go work marri wud never see
angry,one person ruin season 13 angri
angry,go much bamboo would like attempt structur sentenc make sens fail english other pass
sad,yes suck miss
sad,might snob friend follow ratio 6
sad,run earl grey lemon tea instead whb
sad,wish teas movi night
angry,year irrelev absolut joke manutd ticket fume noloyalti joke notimpress
sad,plier blow face today mistak kill wrong breaker wire connect plier boom big chunk gone
sad,go work
sad,oh yes feast left
sad,sad tweet sad
sad,feel deflat hubbi saw swing set think piec junk thought found someth good 4 kid
sad,whenev rain hard get motiv
sad,need somewher go still lush want back
sad,sometim fail
angry,one thing attack hate wors make us like angri veng behavior detest
sad,aww im sorri im home hope ok love ya wifey 3 xx
angry,u understand rage often pretti control ration often viscer alway logic
angry,anger resent hatr destroy fortun today
angry,damn hungri even funni
sad,like whyyyyi
angry,got madden 17 2k17 ps4 add trackdawgt let run
angry,paid chicken even get goe 4 dollar custom angri
angry,schneiderlin take reveng 2 foul
angry,got 20 tip drunk uber passeng today get 25 park ticket blame karma dumb ass forgot pay meter
angry,parent busi make feel like crap realis got wors need see doctor sleep suck
angry,boy dm pictur cock best one get upload cumtribut dm snap snapchat snapm nude dickpic cocktribut
sad,miss
angry,work suck without abl stream kwod
sad,pain sound world cri someon love wors even hold say sorri
sad,miss music like
sad,someth area make tonsil swell everyday get feel slight miser ff done 4
angry,fight eleph wrestl pig quoteoftheday relentless
sad,suck woot misha
angry,want loan money anyon damn economi kick
angry,life tip 101 know unresolv anger like caus problem sever area life must recogn proper deal
sad,awww sorri long u left
sad,dust vacuum apart think need anoth new vacuum entir apart smoki bought one kmart
sad,fun amorsot even tho u forgot bday today
sad,hummmmm ohh miss much realli hope nice friend like us
angry,real sjw let america down\ni found us go get us\ni let let in\ni rage lol\n
sad,p sorri ur uncl
sad,hate sweeti bad day
sad,lost first field note notebook 6 page fill rip fieldnot
sad,girl yes cant see wont gross enough
angry,circl k dead hate new slushi machin irat livid
sad,yep lost bet chris
sad,got home school lol 2 1 2 week left yay 2 summer school
sad,aw gut
angry,snap seem problem
sad,yes went smooth bad get back work though enjoy friday
sad,interest even amongst homeless peopl venic beach last night wish camera model releas
angry,oww girl need med feel though adam got cheat
sad,nah iplay listen back work
sad,home ill work man flu hell
angry,ghost stefano reflect grim indign murder corrupt cop faux love day
angry,flat parti instant get bollock fume
sad,enthusiasm meeeee
sad,want ride bicycl today cold cloudi today
angry,pour boil water foot cup tea less enjoy wors footbal career foil
sad,slept late
sad,regret go movi audit today seem like neighbor gonna get call back
sad,got bulli dillah help
sad,littl thing alway cherish
sad,sick fight look like burlesqu
angry,everi dancer dream song snap worldpow
sad,good day
sad,oh yeah like wake earli around mid day get tire
angry,sting damn earnest earli morn listen sting
angry,suck
sad,today rach
sad,what wrong flickr quilt top photo show click sad stori
sad,song make want cri
angry,cope wi sour face tini pout
sad,game thingi mine final die 5 year rip
sad,oh wait wrong state
sad,fix guess write get bore watch tv man lame
sad,keep cough gut
sad,yeah closer secret stumbl
sad,comput kill combo mirror edg realli poor win7 thermal manag 75c gpu one sad game
sad,tire sad
angry,pay 8 per hr internet access may limit twitter via txt
sad,blech that fail receiv dollar quot job usd last month get paid major loss
sad,wish rain
angry,wrath one kill laughter friedrich nietzsch friedrichnietzsch
sad,assum abl afford travel anymor got contract
angry,sososo bum like realli bum hate rain ruin date
sad,one saddest song ever heard
angry,day comput end dang hate allow comput
sad,made littl cover iphon bird upsid back http
angry,regard tes snap
sad,awak get back sleep
sad,ask mark still old blink sens humor miss
sad,demi super girl like french fan
angry,haha suck actual mine wors mine ft math eww
angry,think up web site hate still brew suppli packag held hostag work slow up deliveri
angry,oh stop boast alreadi got horribl piec crap cellphon pull tongu
sad,chillin break eatin grub pretti burnt event day want go movi ian happen though
sad,u watch day earth stood still u see bye u got c im sad left 2 ur gone ili 333
angry,differ though grudg cab tame feel uncomfort pure emot realli control
sad,need get good hard workout today work feel like slack good
sad,new guitar hero metallica guitar alreadi broken fail
sad,whys cat pain
angry,huff know pro hillari cnn msnbc made mention statement would gold em
angry,day get wors involuntari audio audienc domest bliss eman next door
sad,sad miss friend
angry,work one pain ass spammer
sad,work day tomorrow follow date tit jayden gave mom mother day gift midnight cri
sad,ok kinda feel ignor anyway sunday arvo 330pm go lunch wine
sad,either alway train work
sad,wow saw tweet proflow fiasco fun
angry,side effect fight disrespect come ignor person show tcare sweet
sad,good box worth way
sad,bgt made cri tonight
sad,observ asid riverwalk pretti much cute girl downtown sa
sad,wait tabl exhaust feet sore note self never becom waitress also kudo georg awesom tri tip
angry,bang gordon brown accus abus gazillion rabid parrot
angry,asleep brother woke ask ate rest frost mini wheat go back sleep
angry,freak cold sydney tonight
sad,go dread dmv tomorrow
angry,hate see ever especi next week anyon go yum cha
sad,yes go paid pub
angry,jealous
sad,wish good tbh
angry,ould furrow face would redden protest would seem seen unattract wukong eye anger
angry,still bitter last night lad
sad,im friend anyon anymor
angry,ask jare marri said
sad,fail inspect know pass wo oven wo anti tip bracket sold w oven wors tax
angry,hi yes absolut terribl earth hear good tune ear lol
angry,oh fuck return supermarket doom find noth drink
sad,ran outta bathroom pass mayb mrs french nice today
sad,want hear voic
angry,come glasgow night work fuck gut wait appear age rage
angry,least dont quad park haha two car drove real fast spash mud
angry,peopl irrit
sad,want see stori acorn tonight glen beck miss
angry,hate histori coursework sooo much
sad,miss u roommat
sad,worm either escap die bum
sad,found friend isnt actual hey shit happen
angry,love girl busi teach pout take selfi mall desic immens women love perfect
sad,think chang hassl everyon follow us get jason
sad,feel like truck hit also resembl man hit truck
sad,beta 5 3 0 expir today back 2 2 1 public releas miss alreadi
angry,watch bronco vs chief 1994 montana vs elway nfl network still nightmar game fu kc
sad,miss birthday
angry,stupid kubuntu keep freez thought linux never freez
sad,gut vodafon wont repair faulti samsung omnia due non exist water damag grrrrr
sad,hip wide rock mario kart short bone structur 12 year old boy
sad,watch chicago honeyyyi im miss hey arnold wild thornberri
angry,want quit job
angry,got sniffl want get sick need
sad,sunni hot london today sit offic crank spreadsheet
sad,know exact mean lost mani friend feel
sad,also anyon els hayfeveri today awak 40min sufferin alreadi
sad,laker babi laker miss game tmwr work keep post pleas
sad,miss friend much
angry,go smack
angry,err think like 15 buck ticket caus 3d expens
angry,love peopl make plan without actual includ process rage
sad,uni work weekend fun time
sad,real boy goddamit guh apostro feel sad librari ladi think stupid stupid j
sad,hey mitchel live get chanc call
sad,also think talk okay need get bed btw miss brother
angry,thank explain msn someth p hate spider happen one attack xd
sad,sad probabl never see fleetwood mac
angry,ahhhh almost wait got work rite hat club come gimm compani oh cooki
sad,dead bore also dead poor student life piss take
sad,heard disappoint disappoint even seen wast c bale
angry,look hellaci desk good grief
sad,hate car place jx
sad,work diffus irrit traffic sure help mother f alway real bad day th help plan stuff
sad,awwww ah well least sober week 2 possibl get gym u gonna make music live xx
sad,still tri get figur
angry,2016 black peopl still fight recogn human be cantsleep
angry,home hate school im go someth fun bore want someth eat soon back
sad,sorta need somehow forget e3 la practic ethic exam self impos revis time
angry,good luck furi haney player play weekend futur star showcas frisco tx kgb g town furi
sad,lol target employe forbid place usual go buy like everyth along comment
angry,aliv less high feel sometim hate feel talk exhusband dead funni
sad,say past 2 week miss play spade drinkin chillin good old day let know babi
angry,bought pool instead go california pool broken wast vacat money next 2 3 year
sad,feel extrem depress right
angry,hate hate hate hate hate hate mother day
sad,go bed pain fell shoulder today good night
angry,wanna kill destroy want die want flint back emo scene anger fuck die hater
sad,lost phone
sad,trust matt life pictur funnnn night though
sad,today feel like friday bad
angry,onlin even log habbo
angry,sinc updat lose power near 40 faster furious
sad,think break heart emo sound meh
angry,hate headach mayb readi rock
sad,look like twitter
angry,resent bite tongu
sad,wanna go car
sad,get callback play cri oh well guess back techi
sad,man two clock 2 hrs till work
sad,miss
angry,right fuck whole twitter silenc experi last four day murder inabl mouth
sad,lost one best friend sooo sad
angry,defend belt aldo hard u grudg hold bitch
sad,playdat cancel
angry,hate u histori
angry,fuck muppet fume stalker
sad,pizza breakfast shower class
angry,\r\ralso celebr belief jesus aliv hell boil pot shit actual shit
angry,feel like poop hate sick
sad,lucki bed ice cream sore couch cardboard
sad,welcom twitter world andrew tell david twitter haha kiddin know want one booo
angry,offend actual
sad,lol know wld like get repli seann william scott dont repli hes one favourit actor
sad,tryin fall asleep work
sad,still havent left hous yet redicul realli p k k
sad,okay miss im sad didnt text todayh
sad,im tire bore sad great even
sad,columbus blue jack may movi anew citi play that sad news
angry,ldf16 shall weekend spraypaint greenwichmarket core246 lilylou fret benoakley
sad,go sleep 5 10 09 happi mother day happi birthday
sad,suffer internet work bad site host russian server avail
angry,watch video like madden better
angry,turn frown upsid
sad,sad robot song librari
angry,lose 2 live busi bb gone hold 23 minut whoever pick cut noworkform
sad,bit tongu blood everywher
sad,r u tonight bro wanna go
sad,follow
sad,food like put penutt butter bread alway broke bread need tost much
sad,trade weather gloomi today la
sad,school tire didnt hear 10 text last night lol still tire love jesus christ
sad,yooo rainin dumb hard
sad,way earli today work later
sad,head graduat like oh nick look
sad,43416 miss much heart ach without bub
sad,learn today never post anyth sold ebay use royal mail lose refund compo nowher near bad
sad,demi pretti bang everyth look grown pictur like bang
sad,think 0f 3
angry,train squeaki givin sore head bad enough go work
angry,booo total bore
angry,unfortun end follow whichev candid elect throw tantrum win elec
sad,nanay cri read card gave hug next thing knew cri haha cri babi love
angry,crimin post pic brown frown get pic jack cooki diesel join
sad,blatent fault shove bag said felt much trick xx
angry,jealous
angry,sometim get mad someth minuscul tri ruin somebodi life like lose job like get feder prison
angry,alway feel guilti
sad,cri tuesday cos find econom offic cri subject lol
angry,princess sakura mine therefor want use tj grr
sad,realli
sad,sad fit center reopen zumba class anymor found today last class closur
sad,havnt gotten month ex seem date spark anymor still love loser left
sad,hospit week half pretti much virg die
angry,yes suck
angry,probabl gonna end serious poor point soon tire go freez boil space second
sad,l come u could australia far away
angry,buzz pathet sympathi let twirl moustach chuckl sting psychowasp
sad,sad greg pritchard didnt make final britain got talent coz soooo deserv
angry,stuck ladi
sad,damn fallout 3 hard game
angry,see doubl tire alway grudg get phone night
angry,bucket list bad film choic even may need therapi
angry,sad resent past sad fear futur tri live mhchat
sad,deliv next friday looonnnng way away 5 peopl guess laundri next week mil
angry,hate public internet sometim even reach farther transmitt sit right next win
sad,damn dublin
sad,sikeee sick cough
sad,back work migrain linger wait weekend
sad,today last day high school end go home sick stupid dead rat
sad,quaver sandwich tea
sad,naw pretti tame 1 guy costum voyag style medic uni disappoint costum
sad,jealous want free hamburg
sad,alon still watch tww eat italian chocol solv logic puzzl
sad,awww ugli
sad,bad u alway chang ur profil pic
angry,go school help mother set teacher appreci week iron natale
sad,got tweet suck love
angry,uuuuugh hate miss interview wasnt home darn
sad,crazi night lost key walk home miss papi call swizzi sad
sad,oh obvious back stupid sleep schedul luckili church 2 tomorrow
angry,hate snood lol sorrri dont know peopl play
sad,exact day man buri followfriday
angry,gbbo home pure piec tv gold channel 4 attempt tart mari sue mel gone
sad,want pineappl miss babi
sad,awwww gonna miss
sad,neeeeeeeed music suggest one give
sad,what breaki russtl someth hangov pleas jami lmao
angry,go anti graviti chamber tell graviti suck
angry,get lost want see eye hungari huf cross arm look away angrili
sad,minstrel might grab petrol station head back work delici
sad,want steak
angry,confuzzl
angry,fuckin padtron con sheila neil gio dex wongo poncho bebo ant lulu therest niggasz
sad,miss up guy ugh sad got cool stuff today super excit look forward tonight
sad,omg sad royl famili nana die sob saddest thing ever watch
angry,candic constant pout gbbo
sad,well see blah blah blahe much yep forgot sorri
sad,allergi suck duck nut 8
sad,rain ever day miami sinc
sad,yeah doubl edg sword guess dead new stori
sad,haha work read anyth
sad,hah eeee although understand need new pictur thing sweati
angry,three agin pout
sad,would love talk live england unfair
angry,momma irrit ask question like gone
sad,rest peac adam 12 glenn epp gone never forgotten week loud da air 4 ya
angry,shut hashtag cool
sad,yea head home chang head pelham sad thought supos head nkotb concert
sad,stay great mother gave cold flu left still cough
sad,damp weather
sad,suck school noth
sad,rope witdraw full effect one tie teach demo one play worst one play
sad,one even like answer life last night pshh
sad,char roastbeef mostaza manejamo wtf
sad,see wat mean bout foll0w friiday call lose f0llower friday smh
sad,ugh soooo much work today tri make 6 10 train game look like 4 5 hour sunday offic
angry,burden abit fail lunch dan
angry,ahh wish guy would come hot topic near
angry,jealousi make u differ person freakin hate way gotta suck guess
sad,lucki jade nacklac match earring lucki lost earring chain broke pendant
sad,bout take shower cold shower
angry,see think dumb simplifi offens brissett come complic system
angry,move clip youtub tonight vigil held tulsa metropolitan baptist church terencecruth justic anger sad
angry,becom boil hot slowli melt heart frozen
sad,singz think im jst abt done ur girrrlfriend im leavin im leavin jst love cm
angry,im ground tonight hate stupid silent mode
sad,thts kinda young 4 boo
angry,hmm mayb time realli react worst
sad,angrili told extem abus mental emot physic made day nightss
angry,thewordofgod taught preach correct comforttheafflict afflictthecomfort offend tellthetruth aboutsin
angry,feel travel 700 mile pick form arriv post two day leav fume
sad,edg left contributor list month issu x ffs werd
angry,worst juror ever michell nicol biggest threat bitter bb18
angry,final yay serious made day oh fellow hell ruler
angry,say might like big foot might like natur biolog father say blood boil cross
angry,incentivis peopl roam internet moral offend enough alreadi
sad,miss bed sleepi
sad,ohhhhh miss brunch
sad,patienc worth
sad,stratus go bye bye today love car high school fb
sad,wish could eat
angry,geographi revis earthquak bore
angry,let general tweet offend definit twitter
angry,throat fire
sad,mind play trick could either way ish mind heavi sleepi
angry,wee pop sock keep fall insid shoe rage
angry,realli bad sorehead
sad,sorri post vid load
angry,wow bill 44 77 hav text u prove taken 148 swine con
sad,crap lost game time today day histori lostthegam blame
angry,man suck
sad,damnit sorri hear dude
sad,wtf come need day go
angry,look avail store \n\nliquid incens burn stick cone smoke home
angry,fret scuff l take scuff ome phone use wet hand drop toilet day
sad,booooo senior yearbook suck thank memori bhs
angry,think got invis glass shard hand caus finger keep pain pokey feel
sad,modem offlin week god bless 3g network tim left may schedul brutal
angry,easi blow lt run play creat seam sua burst
sad,list old jb music go bck 2006 2007 33 miss tht
sad,write 100 word newsbit
angry,well hot heck right
sad,woke came realize put much want need 2 drop friend dammit
sad,wanna go back work sleepi time
angry,mac ftw btw still use grandaddi pc lost life jp realli
angry,cigarett burn laura hand angl chin purs lip 104 gorgeous transit
angry,guess conveni target misplac anger realli mad play
angry,today proceed entir process insult constitu
sad,sit wonder wish bunch stuff never
angry,yeah u gotta make heel know u need vote u wait u lose realli wrath
angry,spend even 5 minut alreadi irrit serious bitch shut
sad,im well bore great half term dont wanna go back school monday enjoy hot weatler lo0l
sad,noth like yoga clear mind make realiz crappi thing realli
sad,8 11 follow random spammer
angry,happili rude peopl person insult unprovok deserv good peopl deserv respect
sad,lyric would
sad,hala know one shame
sad,wanna see
angry,unfort dm b c ur follow
sad,well fuck new pain med odd warn actual appli take chan displeas
angry,geez hate bein work till 10 day like feel like wast lovley day
angry,trump king relentless self promot give rip anyon els perfect match donald
angry,get gd news god sake
sad,10 minut board 14 hour home window seat
sad,2 hoe none
sad,would work today
angry,stuck huge traffic jam
sad,miss 6 day pass quick enough
sad,showin love ya realli gonna miss greg beeman direct next season ya commentari r funni
angry,think high profil femal colleagu would one yhat categori massexodus bitter
sad,round round garden amaz thing still talk
sad,internet big fail today twitter usual semi flaki self facebook vrbo com boo
angry,woke starv
sad,got english yay math
angry,bubbletweet hate
sad,everyon work tonight bore
angry,thank ios10 updat even best app freez crash se angri
sad,bow tri sometim hard
sad,thank incred support encourag mean much constant bless thank
sad,unfortun fix work oh well lovin peoplebrowsr anyway
angry,furious
sad,need retail therapi bad ahhh gimm money geebus
sad,wake ungod hour go work start get old least coffe good
sad,go soon hope hear late nite humor
sad,yeah realiz bad till
sad,spent half day troubleshoot someth even within control cluster alway mean high avail
angry,parent teacher thing yesterday bore go skl saturday lol
angry,howard webb alway held know answer red sutton craigan rage hahaha
angry,head home cut grass heat wanna go eat somewher air condit pout adultingistheworst
angry,think although think ignor good day
sad,blackberri got fatti batteri guess kinda boat huh
sad,iphon
angry,dang voic wont came snot cover tissu dangit hate flu
sad,gave brother hug good bye took load furnitur away hous took mattress like
sad,itun lost song
sad,big weekend final project due sunday night comput day night
angry,guess heartbreak eas kill innoc man get away indign
angry,shot black polic woman typic looney toon think hillari divid anger chao
angry,twenti minut fuck call would think person would mention alreadi troubl ticket investig issu
angry,would almost took offens actual snap
angry,god damn twitter stop eat undelet dms
sad,feel like shit
angry,happi birthday month get day deserv whole month
angry,hate live fl miss ga like crazi like say dont know got till gone ga mind
angry,citi person want trade n live countri hous come w racoon n skunk livin deck sigh
sad,chris pine zachari quinto leonard nimoy snl tonight quit possibl fun geek long time
sad,problem miss caus
sad,miss way much cnt stop think nite nite folkkz
sad,rec game tri cri pain much need lose 3 heart breakingg
sad,brother back found realli small dead bird deck sad basic cri
sad,sad cant go friend hous
sad,sound input comput stop work mic jack usb webcam mic work either check input control
sad,cant sleep tire goodnight mayb
sad,anyon know watch prison break tv movi itun
sad,back freak homework
sad,believ weekend alreadi time go nice day fam today mum good day
sad,ive want 2 gone 4 2 mo close shop
sad,babi left gonna get readi leavin chili full
sad,eat bagel yummi
sad,everyth sooo mess life suck
sad,guess relax dinner movi tonight look forward day work
angry,realli hope writer decid give us return mcdanno love w resent animos finger cross
sad,miss neic wait see bad n grown ass lol
sad,readi go work cannot bother
sad,way home sleep makeup pedicur graduat ceremoni
angry,good 1km visibl shot td one show total decoupl low mid level center system dead wait next one
sad,im jealous want go ny
sad,miss u
sad,miss husband
sad,bah still work lol feet hurt nose stop run
angry,serious dude buy bubbl tape phone snap broke anoth phone
sad,daddi left go back home texa c hope n next two month
angry,paul forev paul paul play better game bb18 angri
sad,got smash face 5th grader thow footbal twice bleed
sad,michael scholfield dead sorri
sad,oh noooo suck reschedul anoth show
angry,dear allergi hate pleas go away love alway victim
sad,cont small children puppi clech sarcasm annoy bcreativ harrd
sad,awh last day tour miss hangin w children 18 3 soooo let make awesom nite ok
angry,idiot crash bike bike small dent buy new set pedal
angry,case rage moodi cow lol buy moodi cow sock lol
angry,mean offend anyon 93 7 liter blame everyth white peopl case true lot time
sad,sorri sad
sad,still awak smh suck
sad,bad luck oh well next time lucki
angry,hahah tiff sent
sad,sad school close
angry,care hockey
angry,gah sprain left ankl got torn ligament right foot look like back walk cane
angry,hail thunder storm power keep go suck
angry,send tweet
angry,automat l ima keep tri fam thewengerway
sad,sunburn itch ouch
sad,also use close adiel sabbi chang alot like sec 1
angry,hell rain hate rain
sad,come dont see u come dont see u better question lol need chang mister im sad
angry,well clock twitter friend sidenot hate commut heavi rain
angry,thing prepar 5 sermon one week think done prepar powerpoint slide
sad,head gym group guy use go quit well except brandon make terribl sad
sad,4am foodshop caus sick day hospit alon blow
sad,back home moment speak aunt telephon darius neight backround miss littl hors
sad,uggh everyth send keep send twitter forward suck life
sad,snuggl back everyon tell get ive 15 year x
sad,anoth friday night noth boyfriend work 1am
angry,gay guy dad reveng fuck
sad,funer ceremoni gloomi friday
sad,yesterday miss live chat internet problem
sad,didnt enjoy say goodby alex v emot time sun make happi
sad,sorri want call aim coupl hour need vent
angry,75 tierney reach deep cross back post play back across alloa defenc clear celtic relentless
angry,boy stupid throw rock
sad,realli anyth
sad,sad got money phone ahh well lli mitchel xx
sad,cant get
sad,ugh deliveri postpon shes babi til 5 work
sad,first day work im excit lay place everyth well job
sad,yes realli
sad,alo sad quiet empti tonight
sad,smell like beach job
sad,alway get left
angry,angri inform marco
sad,wish could take pillow school dead serious
sad,dann vega misconnect next flight 4 45 midway tonight hotel w undi
sad,could lost dog poor girl
sad,torn get extend warranti iphon mine run jailbreak alreadi got problem batteri earpiec
angry,yike wrath maddi
angry,poor packag amazon fulfil seller furious much
angry,shot black polic woman typic looney toon think hillari divid chao
angry,hell hath furi like women scorn affair parent
sad,might end like poor bus driver kinda weird wish today
angry,ahhh lili new kitten took giant wet stinki shit
sad,heyi final got one oh good luck final today
angry,feel realli sick watch fifth element smoke cigg ugh hate cold
angry,tyson furi beat man top year danni garcia bradley pacquaio frampton
angry,omg go see anoth reason live devon none f cinema film im annoy
angry,lol adam bull fake outrag
angry,low growl escap oh oh
sad,ds version suck
sad,bunni long hoodi left car brrr
angry,may suggest meal made bean onion garlic day class reveng
sad,u ever friend u wonder friend know get question get u
sad,inde get song howev unabl listen
sad,bore wait till 7 06 go tha bus
angry,medicin burn
sad,guess go back scrape oven blerg
sad,die gosh die til movi award
sad,practic smile today gunna big
sad,girl cri allerg seafood
sad,wow got kill first wave hord gear fail
sad,class keen guess wait next summer bummer
sad,fever dont feel work
sad,never 2pm finish look enjoy piti teetot anoth week
sad,saturday cool friend job differ posit let know town miss u
sad,yup day older
sad,finish watch seri return chaser war everyth realli quit crap compar use
sad,sorri lol waitt think mum would still let bday stuff weekend
sad,film carniv music video remind cherri festiv use go back home ahhh memori
sad,go eat aunt soooon get readi chang hope today goood day idk miissss himm
sad,tire
sad,today sore surgeri day glad took extra sick day full recoveri expect 6 week call lawn servic firm today
sad,set p phone twitter
angry,john bought four box
angry,luv see man scowl face walk protein shaker clench fist immedi stop n suck dick
angry,blood boil
sad,probabl kinda expens work peopl weekend work
sad,jobo tire get work 7
angry,im mad power ranger im incens im furious
sad,new phone zero contact poo send messag name save number thank
sad,telstra biggest teleco greedi need fast internet download cap
sad,arm hurt
angry,cheap pout brodcast
sad,good day
sad,hungri eat anyth right tongu hurt bad
angry,hell drill outsid hous liter got sleep half four busi shift twat woken fume
angry,hate bit
angry,threat factor respect provoc bulb worm bnqo
angry,amen noth person mate tire complain fan relentless tirad miseri
sad,sorri hear optimist thing get better us
angry,lmao ight im dun wit face lmao id rather see ur tho lol
angry,support cancel home fibe internet tv afternoon soon arrang altern internet 2 2 fedup
angry,take back insult
angry,young peopl bitter older contest probabl know make bakewel tart gbbo
angry,colleg work suck much
angry,roy fieri
sad,wanna go work
sad,oh well get back lot pictur
sad,feel lone
sad,big sad face bing work iphon take regular mobil live search
angry,need sushi date oliv guard date rocki date tiff
sad,ok twitter doesnt like must realli dumb send msg
sad,miss everyon tonight
sad,miss hero alreadi come one fall
angry,michell one worst player bb histori bb18 bbfinal
sad,headach
sad,lol stay hour keep miss tila last post
angry,want move qld alreadi cold weather kill
angry,miss gran sing rawhid deep bariton growl
sad,fell asleep plane watch frost nixon hope work better
sad,end face face bear 181 drive home even sad took wood haul cameraphon
angry,mailbox alreadi 2 hour
sad,want 2 dinna hink get shown elgin n got nae1 2 go n
sad,taylor swift joe jona look realli good togeth kinda sad broke
angry,freak hate work word phone rage write write writerslif writerproblem writer
angry,\n\nlike rabid dog pull back cupboard look bakewel found french fanci mini batternburg winner
angry,jame 500k 50k 25k 10k fuck bb18 bitter shouldofvotedfornicol
angry,natali one top three favorit toofac bitter
angry,aye man fume xo
angry,revers overdraft fee
sad,sigh miss day
sad,ok thanx much u send answer privat mail u like would sooo cool wish birmingham
angry,wast way much paper offic noth worthi almost disgust
sad,offici holiday week center parc internet bye peep see return
angry,welfarereform model snap
angry,need stop second guess go first thought go
angry,bit disappoint killer jonathan ross sexi hell though
sad,darn one slip right finger
sad,arriv safe san fran disgrac report toss cooki seem longer constitut fli
sad,would luv hear music batteri tv play besid think kind vampir movi
angry,work morn friend get parti stupid bberri lite flash red messag
sad,pretti dang tire chamber class nap
angry,thirstythursday mean time rage get readi tonight person hydrat book 305 912 4937 itslit miami
angry,p hate work schedul wish could come play tonight
angry,miss cat sunday morn mine
sad,oh tweetdeck malfunct il web fixd
sad,awww sorri kind fish
sad,sorri hear make sad
sad,sorri still sick u know know u guess pelzer present
sad,sorri demi read post attend bgt im sure support sb help tho world without pap plzz
angry,sixth form destroy glow skin im fume
sad,sad beauti marisa dress leav today tear
sad,sorri address wrong put samuel address sam stupid brain day today
sad,way mani peopl cri school picnic decid want go back go public confus sad
angry,quit respons retali weiner get reveng huma hillari clam dig \n allscumbag
angry,angri student racist teacher stop class let go
sad,yeah tough time
sad,recess hit veroniqu branquinho quit compani shame
sad,let download cos said uk littl cri
angry,hi monica write regular bee never dare tri buzz sting honey
angry,luck rest fall goe anyth like today think go like season bestdayev magic work snap
angry,urgh realli hate medicin
angry,sens theme tho lol
sad,5 min till end follow friday
angry,100 raw day
angry,think must scare cowork eat like rabid anim break srri
angry,began squirm beneath struggl get relentless grasp realiz attempt useless
angry,insult sound like job well done red done job suppos justsay
sad,enjoy yummi salad miss avocado happen husband groceri shop
angry,sigh well accident click back space mous
angry,umm yeah probabl pretti good note self eeeeeewwwwwwww
sad,work huge headach
angry,ask jare marri said offend
sad,back garden time feet hurt
sad,start rain earnest guess golf today
angry,faggi color nice ok even tho might take offens word lol
angry,believ women fieri month go struggl struggl develop strong charact
sad,damn sunburn hurt jack whitehal mmmmm
angry,vale vale sip sangria tast tantal tapa fieri flamenco night minutesfromhom silverlak la flamenco
sad,least 3 day
sad,coffe got cold blah
sad,sad day redskin releas jansen best wish
sad,sorri get chanc chat screengrab09 caught glimps across room drag home prematur
sad,wish could go love music hate racism gig weekend right part world even
sad,angri sad happi excit hate mood chang right immens sad \
sad,miss babi
angry,noth good five dollar sale
sad,never answer
angry,liter nicol alreadi chanc play shitti season
sad,comput slooowww morn think sign go home play yard
sad,wish
sad,wish go tonight wait tomorrow
angry,hate alarm go
angry,case ipod touch liter fall apart junk
angry,suck major hhhmmmnnn think would said self tanner realli good conceal stuck
sad,booo dario let tk get hair cut
sad,sleepi earlier didnt get see matt
sad,feel sad elizabeth
sad,love weather weekend shame back work tomorrow
sad,walk grand peep lol feet realli hurt thought xx
sad,rest peac marshal
angry,never bring back meech bridgett cri someon look ugh bridgett bitter
angry,meet tiff mall soon congrat get l babe anger
angry,republican name graham flake sass other safe wrath henc hillari hiney kiss ad saw
sad,q dont get love anymor
sad,allow calcul exam despit contain lath imposs comput head
angry,miss outrag
angry,stupid red hair difficult upkeep dy manag brown red boo
angry,outrag kessel tweet butthurt usa player hilari
angry,gut get ticket pink
angry,hate rain peopl
angry,p thing much sushi bleeeeah
angry,oh fml prob gunna shepard bush hate
sad,nooooooooooooooo well 4g prob june help u
sad,work bore mind
sad,romanc zero funni
sad,went shop sport tour yesterday garley funni need brunch shower
sad,well atm anyway manag cos music talent ps horribl thing say bout rove
sad,imposs
angry,believ got 2 day left backtor
sad,think gay
angry,sike sike call truce u still bitch ppl still gonna air u tho
sad,poor grace need date cute male nurs
sad,omg sore shoulder
sad,yeah neither huntsvill would quit job one job
angry,mother hog tv
sad,head hurt
sad,eekkk back work
sad,wish take care
sad,miss friend
angry,goddamn headach
sad,ok grey cold day la listen pj harvey jenni lewi cat power see pattern
angry,think anger barrier truth
sad,go bed sexi time ughhh
angry,vaniti size size xs evenxx sometim big wtf dear corpor jerk lithuania need rant angri
sad,pinkpop weekend got ticket mean bruce springsteen oh well wwwwweeeeeeeeeeeeeeekkkkkeeeennnndddd
sad,happi bunni
sad,wow tomorrow never see peopl kind sad
angry,gave kendrick lamar eat barbecu
sad,headach dumb
sad,unfair wanna go
sad,alon home
sad,launch today teacher chang plan watch stupid move tesla
sad,wgn chicago use calm air idea last 30 day chang program sound bite shout
sad,god asylum realli never get anyth cool
sad,money honey hehe soon sorri
angry,realli mad world today today sucki day
angry,head chicago cousin wed leav 5pm friday horribl idea sit stop traffic
sad,ahahahah hello welcom twitter got hang alreadi xx
angry,amount greedi mooch make snarl
sad,go post offic tri sort whole ebay hacker thing
